state,district,year,quarter,count,amount
Dadra & Nagar Haveli & Daman & Diu,,2022,3,177,366241.0
Dadra & Nagar Haveli & Daman & Diu,,2022,3,11,24276.0
Dadra & Nagar Haveli & Daman & Diu,,2022,4,610,762921.0
Dadra & Nagar Haveli & Daman & Diu,,2022,4,238,442560.0
Dadra & Nagar Haveli & Daman & Diu,,2022,4,23,67147.0
Dadra & Nagar Haveli & Daman & Diu,,2023,1,598,810733.0
Dadra & Nagar Haveli & Daman & Diu,,2023,1,185,348075.0
Dadra & Nagar Haveli & Daman & Diu,,2023,1,16,56360.0
Dadra & Nagar Haveli & Daman & Diu,,2023,2,492,621719.0
Dadra & Nagar Haveli & Daman & Diu,,2023,2,175,350870.0
Dadra & Nagar Haveli & Daman & Diu,,2023,2,27,86164.0
Dadra & Nagar Haveli & Daman & Diu,,2023,3,600,777222.0
Dadra & Nagar Haveli & Daman & Diu,,2023,3,349,511452.0
Dadra & Nagar Haveli & Daman & Diu,,2023,3,20,44429.0
Dadra & Nagar Haveli & Daman & Diu,,2023,4,833,1306915.0
Dadra & Nagar Haveli & Daman & Diu,,2023,4,360,601684.0
Dadra & Nagar Haveli & Daman & Diu,,2023,4,14,65268.0
Dadra & Nagar Haveli & Daman & Diu,,2024,1,873,1200123.0
Dadra & Nagar Haveli & Daman & Diu,,2024,1,417,686036.0
Dadra & Nagar Haveli & Daman & Diu,,2024,1,5,22350.0
Dadra & Nagar Haveli & Daman & Diu,,2024,2,640,869291.0
Dadra & Nagar Haveli & Daman & Diu,,2024,2,344,461012.0
Dadra & Nagar Haveli & Daman & Diu,,2024,2,24,36956.0
Dadra & Nagar Haveli & Daman & Diu,,2024,3,689,926765.0
Dadra & Nagar Haveli & Daman & Diu,,2024,3,341,611393.0
Dadra & Nagar Haveli & Daman & Diu,,2024,3,22,64711.0
Dadra & Nagar Haveli & Daman & Diu,,2024,4,1045,1494562.0
Dadra & Nagar Haveli & Daman & Diu,,2024,4,437,748001.0
Dadra & Nagar Haveli & Daman & Diu,,2024,4,21,49966.0
Delhi,,2020,2,2159,341511.0
Delhi,,2020,2,1438,232946.0
Delhi,,2020,2,1251,206601.0
Delhi,,2020,2,1247,188078.0
Delhi,,2020,2,1148,184911.0
Delhi,,2020,2,1131,186173.0
Delhi,,2020,2,971,154625.0
Delhi,,2020,2,881,152882.0
Delhi,,2020,2,736,123572.0
Delhi,,2020,2,435,73327.0
Delhi,,2020,3,1250,330947.0
Delhi,,2020,3,922,240168.0
Delhi,,2020,3,815,195772.0
Delhi,,2020,3,789,243882.0
Delhi,,2020,3,672,153666.0
Delhi,,2020,3,652,161870.0
Delhi,,2020,3,641,163616.0
Delhi,,2020,3,637,157653.0
Delhi,,2020,3,588,136601.0
Delhi,,2020,3,316,73604.0
Delhi,,2020,4,1383,1065762.0
Delhi,,2020,4,1240,965278.0
Delhi,,2020,4,1094,1007667.0
Delhi,,2020,4,1030,945117.0
Delhi,,2020,4,993,770313.0
Delhi,,2020,4,778,611387.0
Delhi,,2020,4,760,645843.0
Delhi,,2020,4,732,564969.0
Delhi,,2020,4,622,567678.0
Delhi,,2020,4,578,464731.0
Delhi,,2021,1,2017,1508820.0
Delhi,,2021,1,1672,1129582.0
Delhi,,2021,1,1315,1007873.0
Delhi,,2021,1,1248,904623.0
Delhi,,2021,1,1209,1039214.0
Delhi,,2021,1,1122,955826.0
Delhi,,2021,1,1071,836840.0
Delhi,,2021,1,876,689212.0
Delhi,,2021,1,869,557334.0
Delhi,,2021,1,724,557236.0
Delhi,,2021,2,1965,1709029.0
Delhi,,2021,2,1715,1204997.0
Delhi,,2021,2,1372,1138461.0
Delhi,,2021,2,1350,1213927.0
Delhi,,2021,2,1241,1037196.0
Delhi,,2021,2,1214,1094080.0
Delhi,,2021,2,1169,912743.0
Delhi,,2021,2,966,804844.0
Delhi,,2021,2,905,673239.0
Delhi,,2021,2,757,545097.0
Delhi,,2021,3,2246,2081839.0
Delhi,,2021,3,1983,1712098.0
Delhi,,2021,3,1922,1681351.0
Delhi,,2021,3,1614,1641612.0
Delhi,,2021,3,1605,1521438.0
Delhi,,2021,3,1564,1354014.0
Delhi,,2021,3,1393,1225046.0
Delhi,,2021,3,1163,1050569.0
Delhi,,2021,3,1095,880410.0
Delhi,,2021,3,1091,1054717.0
Delhi,,2021,4,5047,5302169.0
Delhi,,2021,4,3928,4127616.0
Delhi,,2021,4,3819,4201220.0
Delhi,,2021,4,3812,3661609.0
Delhi,,2021,4,3386,3883912.0
Delhi,,2021,4,3041,3508911.0
Delhi,,2021,4,2825,3116537.0
Delhi,,2021,4,2256,2417363.0
Delhi,,2021,4,2078,2090727.0
Delhi,,2021,4,2057,2315999.0
Delhi,,2022,1,4368,5442041.0
Delhi,,2022,1,3520,4221226.0
Delhi,,2022,1,3003,3853703.0
Delhi,,2022,1,2816,3359581.0
Delhi,,2022,1,2587,3572728.0
Delhi,,2022,1,2524,3460149.0
Delhi,,2022,1,2321,3131536.0
Delhi,,2022,1,1911,2269280.0
Delhi,,2022,1,1879,2413929.0
Delhi,,2022,1,1695,1862686.0
Delhi,,2022,2,3733,4528416.0
Delhi,,2022,2,3161,3474446.0
Delhi,,2022,2,2855,3574229.0
Delhi,,2022,2,2845,3510159.0
Delhi,,2022,2,2686,3314681.0
Delhi,,2022,2,2361,3039345.0
Delhi,,2022,2,1952,2490119.0
Delhi,,2022,2,1843,2145058.0
Delhi,,2022,2,1775,2119168.0
Delhi,,2022,2,1609,1844384.0
Delhi,,2022,3,5208,5873812.0
Delhi,,2022,3,4420,4781194.0
Delhi,,2022,3,3866,4840514.0
Delhi,,2022,3,3572,4132808.0
Delhi,,2022,3,3498,3901385.0
Delhi,,2022,3,3227,4114804.0
Delhi,,2022,3,2762,3293169.0
Delhi,,2022,3,2695,3102828.0
Delhi,,2022,3,2517,3019117.0
Delhi,,2022,3,2094,2339310.0
Delhi,,2022,4,6947,8360376.0
Delhi,,2022,4,5868,7072604.0
Delhi,,2022,4,5340,7125528.0
Delhi,,2022,4,5085,6057907.0
Delhi,,2022,4,4815,5765957.0
Delhi,,2022,4,4149,5489366.0
Delhi,,2022,4,4013,5304295.0
Delhi,,2022,4,3527,4511956.0
Delhi,,2022,4,3297,3984005.0
Delhi,,2022,4,2948,3363238.0
Delhi,,2023,1,6429,8754573.0
Delhi,,2023,1,5517,7079871.0
Delhi,,2023,1,5291,6922018.0
Delhi,,2023,1,4699,6401871.0
Delhi,,2023,1,4579,5962088.0
Delhi,,2023,1,3741,5130361.0
Delhi,,2023,1,3638,5341251.0
Delhi,,2023,1,3201,4269965.0
Delhi,,2023,1,3196,4249403.0
Delhi,,2023,1,2806,3681028.0
Delhi,,2023,2,5862,7931949.0
Delhi,,2023,2,4732,6257813.0
Delhi,,2023,2,4694,6410215.0
Delhi,,2023,2,4428,5604148.0
Delhi,,2023,2,4368,5481162.0
Delhi,,2023,2,3696,5282173.0
Delhi,,2023,2,3277,4436173.0
Delhi,,2023,2,3088,4214071.0
Delhi,,2023,2,2857,3875525.0
Delhi,,2023,2,2225,2826508.0
Delhi,,2023,3,6673,8338655.0
Delhi,,2023,3,5876,7115008.0
Delhi,,2023,3,5549,7246294.0
Delhi,,2023,3,4658,5650162.0
Delhi,,2023,3,4448,6189343.0
Delhi,,2023,3,4404,5352372.0
Delhi,,2023,3,3522,4443430.0
Delhi,,2023,3,3469,4630888.0
Delhi,,2023,3,3371,4011665.0
Delhi,,2023,3,2697,3233714.0
Delhi,,2023,4,7829,10545733.0
Delhi,,2023,4,7111,9746023.0
Delhi,,2023,4,5952,8790140.0
Delhi,,2023,4,5884,7718670.0
Delhi,,2023,4,5426,7399787.0
Delhi,,2023,4,5023,7264073.0
Delhi,,2023,4,4410,6111161.0
Delhi,,2023,4,4127,6172136.0
Delhi,,2023,4,3740,4742013.0
Delhi,,2023,4,3426,4582842.0
Delhi,,2024,1,7237,10552936.0
Delhi,,2024,1,6809,9567339.0
Delhi,,2024,1,6087,9325880.0
Delhi,,2024,1,5322,7235636.0
Delhi,,2024,1,4927,6850074.0
Delhi,,2024,1,4580,7322844.0
Delhi,,2024,1,4232,6202239.0
Delhi,,2024,1,3912,5652343.0
Delhi,,2024,1,3678,5392486.0
Delhi,,2024,1,3164,4217939.0
Delhi,,2024,2,6150,9059574.0
Delhi,,2024,2,5596,7983727.0
Delhi,,2024,2,5492,8550323.0
Delhi,,2024,2,4851,6879526.0
Delhi,,2024,2,4453,6426847.0
Delhi,,2024,2,4190,6424789.0
Delhi,,2024,2,3690,5569856.0
Delhi,,2024,2,3472,5238461.0
Delhi,,2024,2,3209,4765406.0
Delhi,,2024,2,2603,3899405.0
Delhi,,2024,3,6568,9409580.0
Delhi,,2024,3,6501,9122525.0
Delhi,,2024,3,6055,9251030.0
Delhi,,2024,3,4735,6449913.0
Delhi,,2024,3,4631,7025475.0
Delhi,,2024,3,4576,7288608.0
Delhi,,2024,3,3784,5621466.0
Delhi,,2024,3,3762,5506223.0
Delhi,,2024,3,3177,4212716.0
Delhi,,2024,3,2721,3718115.0
Delhi,,2024,4,9538,13105331.0
Delhi,,2024,4,8789,11891728.0
Delhi,,2024,4,7568,11475253.0
Delhi,,2024,4,7265,9684280.0
Delhi,,2024,4,6893,9461832.0
Delhi,,2024,4,5921,8998337.0
Delhi,,2024,4,5386,7334682.0
Delhi,,2024,4,4916,6929468.0
Delhi,,2024,4,4096,5612454.0
Delhi,,2024,4,3839,4765826.0
Goa,,2020,2,181,37838.0
Goa,,2020,2,160,33262.0
Goa,,2020,3,401,115163.0
Goa,,2020,3,282,81701.0
Goa,,2020,4,351,398099.0
Goa,,2020,4,263,284265.0
Goa,,2021,1,514,464207.0
Goa,,2021,1,365,363177.0
Goa,,2021,2,561,531664.0
Goa,,2021,2,455,496675.0
Goa,,2021,3,668,825408.0
Goa,,2021,3,546,560578.0
Goa,,2021,4,1203,1604306.0
Goa,,2021,4,884,1133010.0
Goa,,2022,1,1369,2131215.0
Goa,,2022,1,1265,1734030.0
Goa,,2022,2,2018,3006451.0
Goa,,2022,2,1506,2087059.0
Goa,,2022,3,1669,2298586.0
Goa,,2022,3,1488,1843522.0
Goa,,2022,4,2517,3662258.0
