state,district,year,quarter,count,amount
Madhya Pradesh,,2020,4,1097,587203.0
Madhya Pradesh,,2020,4,477,314023.0
Madhya Pradesh,,2020,4,455,263094.0
Madhya Pradesh,,2020,4,397,170342.0
Madhya Pradesh,,2020,4,359,123734.0
Madhya Pradesh,,2020,4,304,115853.0
Madhya Pradesh,,2020,4,284,149067.0
Madhya Pradesh,,2020,4,282,115156.0
Madhya Pradesh,,2020,4,267,96761.0
Madhya Pradesh,,2021,1,2373,1044072.0
Madhya Pradesh,,2021,1,1322,583286.0
Madhya Pradesh,,2021,1,630,303050.0
Madhya Pradesh,,2021,1,601,303438.0
Madhya Pradesh,,2021,1,580,180839.0
Madhya Pradesh,,2021,1,497,132946.0
Madhya Pradesh,,2021,1,451,132348.0
Madhya Pradesh,,2021,1,386,159947.0
Madhya Pradesh,,2021,1,369,153320.0
Madhya Pradesh,,2021,1,360,106113.0
Madhya Pradesh,,2021,2,2409,1643068.0
Madhya Pradesh,,2021,2,1609,1026663.0
Madhya Pradesh,,2021,2,733,524171.0
Madhya Pradesh,,2021,2,581,371266.0
Madhya Pradesh,,2021,2,479,275694.0
Madhya Pradesh,,2021,2,478,257393.0
Madhya Pradesh,,2021,2,445,242729.0
Madhya Pradesh,,2021,2,421,352758.0
Madhya Pradesh,,2021,2,405,265449.0
Madhya Pradesh,,2021,2,395,337878.0
Madhya Pradesh,,2021,3,2349,1551659.0
Madhya Pradesh,,2021,3,983,700198.0
Madhya Pradesh,,2021,3,512,475936.0
Madhya Pradesh,,2021,3,438,254560.0
Madhya Pradesh,,2021,3,429,329648.0
Madhya Pradesh,,2021,3,415,193371.0
Madhya Pradesh,,2021,3,389,301402.0
Madhya Pradesh,,2021,3,348,222915.0
Madhya Pradesh,,2021,3,329,122806.0
Madhya Pradesh,,2021,3,287,228592.0
Madhya Pradesh,,2021,4,3226,3536081.0
Madhya Pradesh,,2021,4,1534,1918374.0
Madhya Pradesh,,2021,4,879,1082459.0
Madhya Pradesh,,2021,4,672,791859.0
Madhya Pradesh,,2021,4,524,561237.0
Madhya Pradesh,,2021,4,392,499763.0
Madhya Pradesh,,2021,4,372,497400.0
Madhya Pradesh,,2021,4,357,376821.0
Madhya Pradesh,,2021,4,347,392812.0
Madhya Pradesh,,2021,4,334,521508.0
Madhya Pradesh,,2022,1,3338,4391052.0
Madhya Pradesh,,2022,1,1432,2382094.0
Madhya Pradesh,,2022,1,794,1131189.0
Madhya Pradesh,,2022,1,694,992911.0
Madhya Pradesh,,2022,1,541,675707.0
Madhya Pradesh,,2022,1,393,533125.0
Madhya Pradesh,,2022,1,334,486386.0
Madhya Pradesh,,2022,1,333,633829.0
Madhya Pradesh,,2022,1,325,496325.0
Madhya Pradesh,,2022,1,311,438555.0
Madhya Pradesh,,2022,2,3158,4107710.0
Madhya Pradesh,,2022,2,1558,2101745.0
Madhya Pradesh,,2022,2,888,1206830.0
Madhya Pradesh,,2022,2,676,1002513.0
Madhya Pradesh,,2022,2,501,637321.0
Madhya Pradesh,,2022,2,430,467154.0
Madhya Pradesh,,2022,2,389,563082.0
Madhya Pradesh,,2022,2,388,524950.0
Madhya Pradesh,,2022,2,352,461324.0
Madhya Pradesh,,2022,2,344,537424.0
Madhya Pradesh,,2022,3,4843,5899749.0
Madhya Pradesh,,2022,3,2666,3738867.0
Madhya Pradesh,,2022,3,1415,1706159.0
Madhya Pradesh,,2022,3,1193,1547332.0
Madhya Pradesh,,2022,3,715,922071.0
Madhya Pradesh,,2022,3,640,783991.0
Madhya Pradesh,,2022,3,596,753227.0
Madhya Pradesh,,2022,3,555,773408.0
Madhya Pradesh,,2022,3,550,768082.0
Madhya Pradesh,,2022,3,549,773666.0
Madhya Pradesh,,2022,4,6547,8985121.0
Madhya Pradesh,,2022,4,3485,5566909.0
Madhya Pradesh,,2022,4,1685,2252079.0
Madhya Pradesh,,2022,4,1665,2299836.0
Madhya Pradesh,,2022,4,984,1329724.0
Madhya Pradesh,,2022,4,819,1072410.0
Madhya Pradesh,,2022,4,763,1104619.0
Madhya Pradesh,,2022,4,697,1173189.0
Madhya Pradesh,,2022,4,688,1057408.0
Madhya Pradesh,,2022,4,668,1051247.0
Madhya Pradesh,,2023,1,6662,9887936.0
Madhya Pradesh,,2023,1,3165,5789402.0
Madhya Pradesh,,2023,1,1736,2695086.0
Madhya Pradesh,,2023,1,1402,2452155.0
Madhya Pradesh,,2023,1,794,1187404.0
Madhya Pradesh,,2023,1,717,1186749.0
Madhya Pradesh,,2023,1,661,1098544.0
Madhya Pradesh,,2023,1,622,1005752.0
Madhya Pradesh,,2023,1,604,1027283.0
Madhya Pradesh,,2023,1,577,1241862.0
Madhya Pradesh,,2023,2,6566,10108928.0
Madhya Pradesh,,2023,2,2915,5555218.0
Madhya Pradesh,,2023,2,1884,2604139.0
Madhya Pradesh,,2023,2,1365,2481121.0
Madhya Pradesh,,2023,2,955,1561934.0
Madhya Pradesh,,2023,2,710,1245605.0
Madhya Pradesh,,2023,2,693,1304073.0
Madhya Pradesh,,2023,2,684,1054444.0
Madhya Pradesh,,2023,2,663,914779.0
Madhya Pradesh,,2023,2,607,1018985.0
Madhya Pradesh,,2023,3,6387,9795734.0
Madhya Pradesh,,2023,3,3313,6161923.0
Madhya Pradesh,,2023,3,2069,2813452.0
Madhya Pradesh,,2023,3,1596,2667756.0
Madhya Pradesh,,2023,3,970,1468543.0
Madhya Pradesh,,2023,3,789,1121774.0
Madhya Pradesh,,2023,3,786,1315955.0
Madhya Pradesh,,2023,3,737,1069689.0
Madhya Pradesh,,2023,3,727,1199223.0
Madhya Pradesh,,2023,3,682,1048846.0
Madhya Pradesh,,2023,4,8973,14811181.0
Madhya Pradesh,,2023,4,4820,10356323.0
Madhya Pradesh,,2023,4,2406,3696991.0
Madhya Pradesh,,2023,4,2097,3671676.0
Madhya Pradesh,,2023,4,1426,2472234.0
Madhya Pradesh,,2023,4,1230,2047419.0
Madhya Pradesh,,2023,4,1059,1987863.0
Madhya Pradesh,,2023,4,999,1572785.0
Madhya Pradesh,,2023,4,994,1748842.0
Madhya Pradesh,,2023,4,958,1883618.0
Madhya Pradesh,,2024,1,9490,15586503.0
Madhya Pradesh,,2024,1,5388,11329217.0
Madhya Pradesh,,2024,1,3433,5623360.0
Madhya Pradesh,,2024,1,2549,4066952.0
Madhya Pradesh,,2024,1,1631,2471021.0
Madhya Pradesh,,2024,1,1518,2343292.0
Madhya Pradesh,,2024,1,1456,2062376.0
Madhya Pradesh,,2024,1,1389,1926999.0
Madhya Pradesh,,2024,1,1385,2251979.0
Madhya Pradesh,,2024,1,1358,2129465.0
Madhya Pradesh,,2024,2,8230,14342486.0
Madhya Pradesh,,2024,2,4787,10605399.0
Madhya Pradesh,,2024,2,2602,4170026.0
Madhya Pradesh,,2024,2,2012,3801138.0
Madhya Pradesh,,2024,2,1241,2152248.0
Madhya Pradesh,,2024,2,1205,2184457.0
Madhya Pradesh,,2024,2,1125,2037202.0
Madhya Pradesh,,2024,2,1077,1715112.0
Madhya Pradesh,,2024,2,1074,1524207.0
Madhya Pradesh,,2024,2,997,1834823.0
Madhya Pradesh,,2024,3,9351,16156973.0
Madhya Pradesh,,2024,3,5361,10874148.0
Madhya Pradesh,,2024,3,2819,4482119.0
Madhya Pradesh,,2024,3,2324,4387540.0
Madhya Pradesh,,2024,3,1345,2229400.0
Madhya Pradesh,,2024,3,1125,1876194.0
Madhya Pradesh,,2024,3,1013,1721022.0
Madhya Pradesh,,2024,3,994,1800213.0
Madhya Pradesh,,2024,3,994,1672916.0
Madhya Pradesh,,2024,3,947,1734088.0
Madhya Pradesh,,2024,4,12551,20489191.0
Madhya Pradesh,,2024,4,6824,13581645.0
Madhya Pradesh,,2024,4,3295,5826629.0
Madhya Pradesh,,2024,4,2990,5021258.0
Madhya Pradesh,,2024,4,1912,2998654.0
Madhya Pradesh,,2024,4,1715,2324249.0
Madhya Pradesh,,2024,4,1461,2413920.0
Madhya Pradesh,,2024,4,1410,2486511.0
Madhya Pradesh,,2024,4,1388,2396658.0
Madhya Pradesh,,2024,4,1367,2395068.0
Maharashtra,,2020,2,8699,1482628.0
Maharashtra,,2020,2,7559,1221018.0
Maharashtra,,2020,2,5780,884439.0
Maharashtra,,2020,2,2844,496194.0
Maharashtra,,2020,2,2519,459865.0
Maharashtra,,2020,2,1695,296865.0
Maharashtra,,2020,2,1483,259634.0
Maharashtra,,2020,2,1473,223485.0
Maharashtra,,2020,2,1152,212690.0
Maharashtra,,2020,2,985,185202.0
Maharashtra,,2020,3,18176,4567561.0
Maharashtra,,2020,3,6951,1718946.0
Maharashtra,,2020,3,5564,1418697.0
Maharashtra,,2020,3,4125,982466.0
Maharashtra,,2020,3,3674,902028.0
Maharashtra,,2020,3,3194,926591.0
Maharashtra,,2020,3,3034,785356.0
Maharashtra,,2020,3,2721,792995.0
Maharashtra,,2020,3,2368,617257.0
Maharashtra,,2020,3,2171,652181.0
Maharashtra,,2020,4,8211,4862704.0
Maharashtra,,2020,4,5939,4405413.0
Maharashtra,,2020,4,4631,3301120.0
Maharashtra,,2020,4,2903,1492155.0
Maharashtra,,2020,4,1994,1280886.0
Maharashtra,,2020,4,1877,739598.0
Maharashtra,,2020,4,1824,875154.0
Maharashtra,,2020,4,1677,1248451.0
Maharashtra,,2020,4,1547,1308133.0
Maharashtra,,2020,4,1313,596502.0
Maharashtra,,2021,1,10913,6482027.0
Maharashtra,,2021,1,6971,4869909.0
Maharashtra,,2021,1,5505,3893302.0
Maharashtra,,2021,1,3381,1857949.0
Maharashtra,,2021,1,3055,2060944.0
Maharashtra,,2021,1,2514,903043.0
Maharashtra,,2021,1,2166,1596945.0
Maharashtra,,2021,1,2121,833980.0
Maharashtra,,2021,1,1811,1375948.0
Maharashtra,,2021,1,1472,734242.0
Maharashtra,,2021,2,14949,9422249.0
Maharashtra,,2021,2,7446,5734857.0
Maharashtra,,2021,2,5293,3659655.0
Maharashtra,,2021,2,4607,2827696.0
Maharashtra,,2021,2,3864,2683877.0
Maharashtra,,2021,2,3355,2145197.0
Maharashtra,,2021,2,3162,1752774.0
Maharashtra,,2021,2,2417,1483185.0
Maharashtra,,2021,2,2219,1802764.0
Maharashtra,,2021,2,2152,1598936.0
Maharashtra,,2021,3,9943,8127896.0
Maharashtra,,2021,3,7829,6194341.0
Maharashtra,,2021,3,5520,4552921.0
Maharashtra,,2021,3,2807,2230871.0
Maharashtra,,2021,3,2795,2376913.0
Maharashtra,,2021,3,2212,1245983.0
Maharashtra,,2021,3,2116,1824585.0
Maharashtra,,2021,3,1768,1718085.0
Maharashtra,,2021,3,1709,1457172.0
Maharashtra,,2021,3,1509,1140977.0
Maharashtra,,2021,4,16039,18693479.0
Maharashtra,,2021,4,13362,13856390.0
Maharashtra,,2021,4,9319,9168680.0
Maharashtra,,2021,4,4924,5775357.0
Maharashtra,,2021,4,3996,4883186.0
Maharashtra,,2021,4,3563,3541155.0
Maharashtra,,2021,4,2927,3095452.0
Maharashtra,,2021,4,2900,3785506.0
Maharashtra,,2021,4,2839,3265540.0
Maharashtra,,2021,4,2580,2341427.0
Maharashtra,,2022,1,17790,24312875.0
Maharashtra,,2022,1,14272,16536659.0
Maharashtra,,2022,1,10457,11756037.0
Maharashtra,,2022,1,6568,8328077.0
Maharashtra,,2022,1,4282,5201915.0
Maharashtra,,2022,1,4159,4477237.0
Maharashtra,,2022,1,3412,5438097.0
Maharashtra,,2022,1,3236,4805540.0
Maharashtra,,2022,1,3179,4035103.0
Maharashtra,,2022,1,1905,2477811.0
Maharashtra,,2022,2,18712,24072589.0
Maharashtra,,2022,2,12306,14514282.0
Maharashtra,,2022,2,9944,10743651.0
Maharashtra,,2022,2,5933,7435720.0
Maharashtra,,2022,2,3914,4071523.0
Maharashtra,,2022,2,3745,5525097.0
Maharashtra,,2022,2,2914,4274798.0
Maharashtra,,2022,2,2860,3354545.0
Maharashtra,,2022,2,1996,2751216.0
Maharashtra,,2022,2,1714,2813708.0
Maharashtra,,2022,3,19899,24823260.0
Maharashtra,,2022,3,13402,15693837.0
Maharashtra,,2022,3,11136,11840245.0
Maharashtra,,2022,3,6993,8397314.0
Maharashtra,,2022,3,4339,4534700.0
Maharashtra,,2022,3,4029,5861346.0
Maharashtra,,2022,3,3351,3849266.0
Maharashtra,,2022,3,3201,4376980.0
Maharashtra,,2022,3,2464,3354047.0
Maharashtra,,2022,3,2318,2587715.0
Maharashtra,,2022,4,27018,38292195.0
Maharashtra,,2022,4,20282,24614041.0
Maharashtra,,2022,4,16192,18884324.0
Maharashtra,,2022,4,8811,11940400.0
Maharashtra,,2022,4,5857,6447594.0
Maharashtra,,2022,4,5371,8785824.0
Maharashtra,,2022,4,5108,7544340.0
Maharashtra,,2022,4,4574,5754546.0
Maharashtra,,2022,4,3838,5560713.0
Maharashtra,,2022,4,2830,4070884.0
Maharashtra,,2023,1,24852,37388150.0
Maharashtra,,2023,1,18419,23430698.0
Maharashtra,,2023,1,14976,17928673.0
Maharashtra,,2023,1,8255,11655922.0
Maharashtra,,2023,1,5742,6476060.0
Maharashtra,,2023,1,4414,6867288.0
Maharashtra,,2023,1,4297,8048628.0
Maharashtra,,2023,1,4226,5931789.0
Maharashtra,,2023,1,3830,5308543.0
Maharashtra,,2023,1,2195,3540538.0
Maharashtra,,2023,2,25943,39373541.0
Maharashtra,,2023,2,15403,20442020.0
Maharashtra,,2023,2,12717,15575502.0
Maharashtra,,2023,2,6951,10373645.0
Maharashtra,,2023,2,4859,6032079.0
Maharashtra,,2023,2,4343,8234879.0
Maharashtra,,2023,2,4134,6846437.0
Maharashtra,,2023,2,3310,4531574.0
Maharashtra,,2023,2,3078,4848042.0
Maharashtra,,2023,2,2161,3446846.0
Maharashtra,,2023,3,25053,36210265.0
Maharashtra,,2023,3,14544,18428928.0
Maharashtra,,2023,3,12754,14762376.0
Maharashtra,,2023,3,8273,11430159.0
Maharashtra,,2023,3,5009,5630520.0
Maharashtra,,2023,3,4482,7981205.0
Maharashtra,,2023,3,3785,5770377.0
Maharashtra,,2023,3,3581,4781323.0
Maharashtra,,2023,3,3358,4879560.0
Maharashtra,,2023,3,2500,3718193.0
Maharashtra,,2023,4,30243,50492209.0
Maharashtra,,2023,4,21339,28481783.0
Maharashtra,,2023,4,18186,22723247.0
Maharashtra,,2023,4,9371,14419994.0
Maharashtra,,2023,4,6225,7624827.0
Maharashtra,,2023,4,5985,11362400.0
Maharashtra,,2023,4,5393,8827335.0
Maharashtra,,2023,4,4551,6750732.0
Maharashtra,,2023,4,4432,7196371.0
Maharashtra,,2023,4,3047,5151528.0
Maharashtra,,2024,1,31744,51048763.0
Maharashtra,,2024,1,20270,27149287.0
Maharashtra,,2024,1,17918,22557721.0
Maharashtra,,2024,1,12679,18547241.0
Maharashtra,,2024,1,6902,8072969.0
Maharashtra,,2024,1,6451,8799075.0
Maharashtra,,2024,1,6082,10946664.0
Maharashtra,,2024,1,5630,9088755.0
Maharashtra,,2024,1,5153,6750664.0
Maharashtra,,2024,1,3085,5183513.0
Maharashtra,,2024,2,26444,46956580.0
Maharashtra,,2024,2,15340,22859227.0
Maharashtra,,2024,2,14014,18993290.0
Maharashtra,,2024,2,9216,14835107.0
Maharashtra,,2024,2,5529,6816397.0
Maharashtra,,2024,2,5155,10375218.0
Maharashtra,,2024,2,4523,8094573.0
Maharashtra,,2024,2,4497,7003235.0
Maharashtra,,2024,2,4467,6066744.0
Maharashtra,,2024,2,2560,4942594.0
Maharashtra,,2024,3,26286,46687498.0
Maharashtra,,2024,3,15453,22511361.0
Maharashtra,,2024,3,13683,18789444.0
Maharashtra,,2024,3,9386,15106134.0
Maharashtra,,2024,3,5353,10909003.0
Maharashtra,,2024,3,5295,6937984.0
Maharashtra,,2024,3,4778,7310679.0
Maharashtra,,2024,3,4361,7719446.0
Maharashtra,,2024,3,4237,5785705.0
Maharashtra,,2024,3,2939,5591791.0
Maharashtra,,2024,4,35259,60734341.0
Maharashtra,,2024,4,23491,31407984.0
Maharashtra,,2024,4,19612,25682802.0
Maharashtra,,2024,4,12751,19445789.0
Maharashtra,,2024,4,7952,14806816.0
Maharashtra,,2024,4,7238,9140646.0
Maharashtra,,2024,4,6391,10673836.0
Maharashtra,,2024,4,5776,7706463.0
Maharashtra,,2024,4,5648,9035348.0
Maharashtra,,2024,4,4159,6915626.0
Manipur,,2020,2,16,3285.0
Manipur,,2020,2,11,1757.0
Manipur,,2020,2,7,2480.0
Manipur,,2020,2,6,1406.0
Manipur,,2020,2,3,693.0
Manipur,,2020,2,3,739.0
Manipur,,2020,2,3,760.0
Manipur,,2020,2,3,688.0
Manipur,,2020,2,1,282.0
Manipur,,2020,2,1,233.0
Manipur,,2020,3,45,16382.0
Manipur,,2020,3,30,11791.0
Manipur,,2020,3,12,4417.0
Manipur,,2020,3,12,3715.0
Manipur,,2020,3,7,1221.0
Manipur,,2020,3,6,1293.0
Manipur,,2020,3,5,1671.0
Manipur,,2020,3,4,1613.0
Manipur,,2020,3,4,265.0
Manipur,,2020,3,2,484.0
Manipur,,2020,4,20,12570.0
Manipur,,2020,4,18,8367.0
Manipur,,2020,4,12,7312.0
Manipur,,2020,4,12,4525.0
Manipur,,2020,4,7,1931.0
Manipur,,2020,4,5,4999.0
Manipur,,2020,4,5,626.0
Manipur,,2020,4,3,2586.0
Manipur,,2020,4,2,1514.0
Manipur,,2020,4,2,691.0
Manipur,,2021,1,46,13194.0
Manipur,,2021,1,26,17048.0
Manipur,,2021,1,13,9829.0
Manipur,,2021,1,11,17591.0
Manipur,,2021,1,10,1416.0
Manipur,,2021,1,10,2215.0
Manipur,,2021,1,5,4029.0
Manipur,,2021,1,4,1069.0
Manipur,,2021,1,3,2330.0
Manipur,,2021,1,2,501.0
Manipur,,2021,2,37,32816.0
Manipur,,2021,2,36,19393.0
Manipur,,2021,2,9,5037.0
Manipur,,2021,2,8,4637.0
Manipur,,2021,2,7,2340.0
Manipur,,2021,2,7,1605.0
Manipur,,2021,2,6,1638.0
Manipur,,2021,2,6,5240.0
Manipur,,2021,2,4,1439.0
Manipur,,2021,2,3,513.0
Manipur,,2021,3,29,26747.0
Manipur,,2021,3,26,20520.0
Manipur,,2021,3,13,11469.0
Manipur,,2021,3,7,25125.0
Manipur,,2021,3,6,15891.0
Manipur,,2021,3,6,9998.0
Manipur,,2021,3,6,6302.0
Manipur,,2021,3,5,7486.0
Manipur,,2021,3,5,4107.0
Manipur,,2021,3,4,191.0
Manipur,,2021,4,34,73197.0
Manipur,,2021,4,31,56814.0
Manipur,,2021,4,11,13163.0
Manipur,,2021,4,9,10192.0
Manipur,,2021,4,9,18135.0
Manipur,,2021,4,9,25252.0
Manipur,,2021,4,8,17318.0
Manipur,,2021,4,7,2703.0
Manipur,,2021,4,7,7055.0
Manipur,,2021,4,6,18621.0
Manipur,,2022,1,41,129130.0
Manipur,,2022,1,26,91044.0
Manipur,,2022,1,19,67165.0
Manipur,,2022,1,18,36519.0
Manipur,,2022,1,14,44438.0
Manipur,,2022,1,13,29017.0
Manipur,,2022,1,9,27864.0
Manipur,,2022,1,7,18718.0
Manipur,,2022,1,7,20811.0
Manipur,,2022,1,6,15769.0
Manipur,,2022,2,69,180186.0
Manipur,,2022,2,55,133221.0
Manipur,,2022,2,22,47192.0
Manipur,,2022,2,18,54577.0
Manipur,,2022,2,15,36232.0
Manipur,,2022,2,10,20861.0
Manipur,,2022,2,9,18880.0
Manipur,,2022,2,5,12340.0
Manipur,,2022,2,5,8304.0
Manipur,,2022,2,4,21308.0
Manipur,,2022,3,51,78530.0
Manipur,,2022,3,40,90787.0
Manipur,,2022,3,16,35025.0
Manipur,,2022,3,16,38591.0
Manipur,,2022,3,14,24160.0
Manipur,,2022,3,12,17773.0
Manipur,,2022,3,9,31489.0
Manipur,,2022,3,9,23319.0
Manipur,,2022,3,9,15705.0
Manipur,,2022,3,7,14532.0
Manipur,,2022,4,77,190653.0
Manipur,,2022,4,42,88393.0
Manipur,,2022,4,36,71508.0
Manipur,,2022,4,24,41743.0
Manipur,,2022,4,19,62178.0
Manipur,,2022,4,16,44552.0
Manipur,,2022,4,12,27609.0
Manipur,,2022,4,11,28523.0
Manipur,,2022,4,10,32186.0
Manipur,,2022,4,6,10066.0
Manipur,,2023,1,69,201073.0
Manipur,,2023,1,47,90627.0
Manipur,,2023,1,29,75246.0
Manipur,,2023,1,12,50757.0
Manipur,,2023,1,11,31927.0
Manipur,,2023,1,10,23968.0
Manipur,,2023,1,9,15346.0
Manipur,,2023,1,9,30067.0
Manipur,,2023,1,8,46764.0
Manipur,,2023,1,5,22938.0
Manipur,,2023,2,37,84234.0
Manipur,,2023,2,30,81733.0
Manipur,,2023,2,11,54232.0
Manipur,,2023,2,11,23066.0
Manipur,,2023,2,9,17080.0
Manipur,,2023,2,8,24668.0
Manipur,,2023,2,5,14680.0
Manipur,,2023,2,4,14728.0
Manipur,,2023,2,3,7179.0
Manipur,,2023,2,3,10701.0
Manipur,,2023,3,35,74416.0
Manipur,,2023,3,11,26461.0
Manipur,,2023,3,6,13409.0
Manipur,,2023,3,4,8758.0
Manipur,,2023,3,4,6725.0
Manipur,,2023,3,4,23164.0
Manipur,,2023,3,3,9675.0
Manipur,,2023,3,3,13492.0
Manipur,,2023,3,3,8293.0
Manipur,,2023,3,1,5822.0
Manipur,,2023,4,84,166274.0
Manipur,,2023,4,65,104022.0
Manipur,,2023,4,21,63414.0
Manipur,,2023,4,16,32180.0
Manipur,,2023,4,15,38427.0
Manipur,,2023,4,4,8832.0
Manipur,,2023,4,4,9424.0
Manipur,,2023,4,4,15815.0
Manipur,,2023,4,3,3639.0
Manipur,,2023,4,3,6366.0
Manipur,,2024,1,127,275425.0
Manipur,,2024,1,70,124428.0
Manipur,,2024,1,33,20964.0
Manipur,,2024,1,27,34396.0
Manipur,,2024,1,27,37878.0
Manipur,,2024,1,17,23717.0
Manipur,,2024,1,17,43972.0
Manipur,,2024,1,12,24523.0
Manipur,,2024,1,12,20744.0
Manipur,,2024,1,10,7427.0
Manipur,,2024,2,108,207392.0
Manipur,,2024,2,69,140054.0
Manipur,,2024,2,36,80540.0
Manipur,,2024,2,25,30408.0
Manipur,,2024,2,19,33256.0
Manipur,,2024,2,16,22555.0
Manipur,,2024,2,15,48066.0
Manipur,,2024,2,12,14578.0
Manipur,,2024,2,11,27333.0
Manipur,,2024,2,10,21477.0
Manipur,,2024,3,96,224181.0
Manipur,,2024,3,40,78874.0
Manipur,,2024,3,36,68411.0
Manipur,,2024,3,23,37306.0
Manipur,,2024,3,19,30718.0
Manipur,,2024,3,15,18748.0
Manipur,,2024,3,12,24046.0
Manipur,,2024,3,9,26505.0
Manipur,,2024,3,8,13711.0
Manipur,,2024,3,8,23490.0
Manipur,,2024,4,127,271206.0
Manipur,,2024,4,77,140889.0
Manipur,,2024,4,39,66801.0
Manipur,,2024,4,31,75892.0
Manipur,,2024,4,25,74025.0
Manipur,,2024,4,20,41801.0
Manipur,,2024,4,18,56585.0
Manipur,,2024,4,16,17517.0
Manipur,,2024,4,14,28034.0
Manipur,,2024,4,10,19370.0
Meghalaya,,2020,2,18,3753.0
Meghalaya,,2020,2,8,1822.0
Meghalaya,,2020,2,8,1719.0
Meghalaya,,2020,2,4,847.0
Meghalaya,,2020,2,1,231.0
Meghalaya,,2020,2,1,231.0
Meghalaya,,2020,2,1,226.0
Meghalaya,,2020,3,52,14174.0
Meghalaya,,2020,3,24,9099.0
Meghalaya,,2020,3,14,3643.0
Meghalaya,,2020,3,8,2240.0
Meghalaya,,2020,3,7,1500.0
Meghalaya,,2020,3,5,2245.0
Meghalaya,,2020,3,1,166.0
Meghalaya,,2020,3,1,548.0
Meghalaya,,2020,4,53,37940.0
Meghalaya,,2020,4,14,11704.0
Meghalaya,,2020,4,8,5569.0
Meghalaya,,2020,4,6,4482.0
Meghalaya,,2020,4,5,9094.0
Meghalaya,,2020,4,2,1818.0
Meghalaya,,2020,4,1,325.0
Meghalaya,,2020,4,1,32.0
Meghalaya,,2020,4,1,33.0
Meghalaya,,2020,4,1,32.0
Meghalaya,,2021,1,39,56235.0
Meghalaya,,2021,1,24,28027.0
Meghalaya,,2021,1,13,11849.0
Meghalaya,,2021,1,11,1499.0
Meghalaya,,2021,1,5,7508.0
Meghalaya,,2021,1,3,2809.0
Meghalaya,,2021,1,3,4098.0
Meghalaya,,2021,1,3,7495.0
Meghalaya,,2021,1,3,5336.0
Meghalaya,,2021,1,2,2697.0
Meghalaya,,2021,2,67,76168.0
Meghalaya,,2021,2,33,26373.0
Meghalaya,,2021,2,11,8597.0
Meghalaya,,2021,2,10,4393.0
Meghalaya,,2021,2,6,10465.0
Meghalaya,,2021,2,4,5328.0
Meghalaya,,2021,2,3,1533.0
Meghalaya,,2021,2,2,7961.0
Meghalaya,,2021,2,1,3495.0
Meghalaya,,2021,2,1,676.0
Meghalaya,,2021,3,52,83975.0
Meghalaya,,2021,3,30,34620.0
Meghalaya,,2021,3,24,48286.0
Meghalaya,,2021,3,15,15522.0
Meghalaya,,2021,3,7,19560.0
Meghalaya,,2021,3,5,1646.0
Meghalaya,,2021,3,3,1851.0
Meghalaya,,2021,3,1,5505.0
Meghalaya,,2021,3,1,3541.0
Meghalaya,,2021,3,1,48.0
Meghalaya,,2021,4,132,226912.0
Meghalaya,,2021,4,44,89673.0
Meghalaya,,2021,4,34,57545.0
Meghalaya,,2021,4,17,23121.0
Meghalaya,,2021,4,14,22910.0
Meghalaya,,2021,4,8,11428.0
Meghalaya,,2021,4,5,4459.0
Meghalaya,,2021,4,4,11746.0
Meghalaya,,2021,4,3,2258.0
Meghalaya,,2021,4,2,1560.0
Meghalaya,,2022,1,133,309643.0
Meghalaya,,2022,1,77,173099.0
Meghalaya,,2022,1,59,103790.0
Meghalaya,,2022,1,17,24138.0
Meghalaya,,2022,1,16,39737.0
Meghalaya,,2022,1,9,16740.0
Meghalaya,,2022,1,8,25357.0
Meghalaya,,2022,1,7,8499.0
Meghalaya,,2022,1,6,8854.0
Meghalaya,,2022,1,3,2411.0
Meghalaya,,2022,2,190,337842.0
Meghalaya,,2022,2,68,181815.0
Meghalaya,,2022,2,54,94630.0
Meghalaya,,2022,2,16,56384.0
Meghalaya,,2022,2,16,43473.0
Meghalaya,,2022,2,11,16292.0
Meghalaya,,2022,2,8,25969.0
Meghalaya,,2022,2,7,21992.0
Meghalaya,,2022,2,7,9236.0
Meghalaya,,2022,2,2,1461.0
Meghalaya,,2022,3,267,427341.0
Meghalaya,,2022,3,177,337886.0
Meghalaya,,2022,3,67,93271.0
Meghalaya,,2022,3,19,40323.0
Meghalaya,,2022,3,18,51275.0
Meghalaya,,2022,3,13,20819.0
Meghalaya,,2022,3,12,33084.0
Meghalaya,,2022,3,12,16091.0
Meghalaya,,2022,3,7,11586.0
Meghalaya,,2022,3,4,4859.0
Meghalaya,,2022,4,293,521881.0
Meghalaya,,2022,4,137,307812.0
Meghalaya,,2022,4,91,143065.0
Meghalaya,,2022,4,26,16575.0
Meghalaya,,2022,4,24,91125.0
Meghalaya,,2022,4,21,40872.0
Meghalaya,,2022,4,16,34009.0
Meghalaya,,2022,4,8,7150.0
Meghalaya,,2022,4,6,14977.0
Meghalaya,,2022,4,4,12007.0
Meghalaya,,2023,1,229,426416.0
Meghalaya,,2023,1,136,314828.0
Meghalaya,,2023,1,82,146651.0
Meghalaya,,2023,1,22,41432.0
Meghalaya,,2023,1,22,54413.0
Meghalaya,,2023,1,21,46262.0
Meghalaya,,2023,1,18,57265.0
Meghalaya,,2023,1,14,32207.0
Meghalaya,,2023,1,9,22091.0
Meghalaya,,2023,1,6,29690.0
Meghalaya,,2023,2,274,524055.0
Meghalaya,,2023,2,182,376421.0
Meghalaya,,2023,2,84,175643.0
